0, 1, 68, 12, 5.3076923076923075
1, 0.95, 202, 8, 22.555555555555557
2, 0.9025, 999, 7, 125.0
3, 0.8573749999999999, 491, 7, 61.5
4, 0.8145062499999999, 182, 14, 12.2
5, 0.7737809374999999, 416, 6, 59.57142857142857
6, 0.7350918906249998, 184, 14, 12.333333333333334
7, 0.6983372960937497, 381, 13, 27.285714285714285
8, 0.6634204312890623, 41, 9, 4.2
9, 0.6302494097246091, 231, 15, 14.5
10, 0.5987369392383786, 72, 10, 6.636363636363637
11, 0.5688000922764596, 68, 6, 9.857142857142858
12, 0.5403600876626365, 394, 16, 23.235294117647058
13, 0.5133420832795047, 508, 12, 39.15384615384615
14, 0.48767497911552943, 37, 9, 3.8
15, 0.46329123015975293, 13, 5, 2.3333333333333335
16, 0.44012666865176525, 57, 9, 5.8
17, 0.41812033521917696, 45, 3, 11.5
18, 0.3972143184582181, 58, 8, 6.555555555555555
19, 0.37735360253530714, 7, 5, 1.3333333333333333
20, 0.35848592240854177, 81, 13, 5.857142857142857
21, 0.34056162628811465, 7, 5, 1.3333333333333333
22, 0.3235335449737089, 31, 7, 4.0
23, 0.30735686772502346, 12, 10, 1.1818181818181819
24, 0.2919890243387723, 68, 10, 6.2727272727272725
25, 0.27738957312183365, 7, 5, 1.3333333333333333
26, 0.263520094465742, 267, 9, 26.8
27, 0.25034408974245487, 13, 7, 1.75
28, 0.2378268852553321, 39, 9, 4.0
29, 0.2259355409925655, 16, 6, 2.4285714285714284
30, 0.2146387639429372, 54, 14, 3.6666666666666665
31, 0.20390682574579033, 64, 8, 7.222222222222222
32, 0.1937114844585008, 19, 9, 2.0
33, 0.18402591023557577, 17, 11, 1.5
34, 0.17482461472379698, 70, 14, 4.733333333333333
35, 0.16608338398760714, 24, 8, 2.7777777777777777
36, 0.15777921478822676, 189, 11, 15.833333333333334
37, 0.14989025404881542, 7, 7, 1.0
38, 0.14239574134637464, 3, 3, 1.0
39, 0.1352759542790559, 28, 12, 2.230769230769231
40, 0.1285121565651031, 24, 8, 2.7777777777777777
41, 0.12208654873684793, 24, 10, 2.272727272727273
42, 0.11598222130000553, 2, 2, 1.0
43, 0.11018311023500525, 336, 16, 19.823529411764707
44, 0.10467395472325498, 15, 11, 1.3333333333333333
45, 0.09944025698709223, 52, 12, 4.076923076923077
46, 0.09446824413773762, 45, 9, 4.6
47, 0.08974483193085074, 78, 8, 8.777777777777779
48, 0.0852575903343082, 999, 13, 71.42857142857143
49, 0.08099471081759278, 28, 10, 2.6363636363636362
50, 0.07694497527671314, 459, 11, 38.333333333333336
51, 0.07309772651287748, 11, 3, 3.0
52, 0.0694428401872336, 999, 9, 100.0
53, 0.0659706981778719, 177, 17, 9.88888888888889
54, 0.0626721632689783, 10, 8, 1.2222222222222223
55, 0.059538555105529384, 999, 12, 76.92307692307692
